year,rating,primaryTitle,imdbid,isAdult,runtimeMinutes,genres,averageRating,numVotes,titleType,genres_labels
1973,3,Carry on Girls,0069848,0,88,"Comedy,Romance",5.8,3359.0,movie,"['Comedy', 'Romance']"
1973,3,Cleopatra Jones,0069890,0,89,"Action,Crime,Thriller",5.9,3697.0,movie,"['Action', 'Crime', 'Thriller']"
1973,0,Belladonna of Sadness,0071203,0,86,"Animation,Drama,Fantasy",7.3,8768.0,movie,"['Animation', 'Drama', 'Fantasy']"
1973,0,Now Where Did the Seventh Company Get to?,0070356,0,95,"Action,Comedy,War",6.9,2671.0,movie,"['Action', 'Comedy', 'War']"
1974,3,Celine and Julie Go Boating,0071381,0,193,"Comedy,Drama,Fantasy",7.2,6797.0,movie,"['Comedy', 'Drama', 'Fantasy']"
1974,1,Blazing Saddles,0071230,0,93,"Comedy,Western",7.7,159607.0,movie,"['Comedy', 'Western']"
1974,2,Young Frankenstein,0072431,0,106,Comedy,8.0,176386.0,movie,['Comedy']
1974,2,Zardoz,0070948,0,105,"Adventure,Fantasy,Sci-Fi",5.8,26131.0,movie,"['Adventure', 'Fantasy', 'Sci-Fi']"
1974,0,Dark Star,0069945,0,83,"Comedy,Sci-Fi",6.1,29151.0,movie,"['Comedy', 'Sci-Fi']"
1974,3,The Odessa File,0071935,0,130,"Drama,Thriller",7.0,12893.0,movie,"['Drama', 'Thriller']"
1974,3,Alice Doesn't Live Here Anymore,0071115,0,112,"Drama,Romance",7.3,28820.0,movie,"['Drama', 'Romance']"
1974,2,Chinatown,0071315,0,130,"Drama,Mystery,Thriller",8.1,367579.0,movie,"['Drama', 'Mystery', 'Thriller']"
1974,1,The Groove Tube,0071583,0,75,Comedy,5.8,2443.0,movie,['Comedy']
1974,1,The Texas Chain Saw Massacre,0072271,0,83,Horror,7.4,200376.0,movie,['Horror']
1974,3,Mame,0071803,0,132,"Comedy,Musical",5.9,3668.0,movie,"['Comedy', 'Musical']"
1974,3,Black Christmas,0071222,0,98,"Horror,Mystery,Thriller",7.1,53146.0,movie,"['Horror', 'Mystery', 'Thriller']"
1974,2,The Godfather Part II,0071562,0,202,"Crime,Drama",9.0,1441711.0,movie,"['Crime', 'Drama']"
1974,1,The Conversation,0071360,0,113,"Drama,Mystery,Thriller",7.7,132212.0,movie,"['Drama', 'Mystery', 'Thriller']"
1974,1,The Towering Inferno,0072308,0,165,"Action,Drama,Thriller",7.0,50789.0,movie,"['Action', 'Drama', 'Thriller']"
1974,3,Ali: Fear Eats the Soul,0071141,0,93,"Drama,Romance",8.0,25217.0,movie,"['Drama', 'Romance']"
1974,1,The Man with the Golden Gun,0071807,0,125,"Action,Adventure,Thriller",6.7,117678.0,movie,"['Action', 'Adventure', 'Thriller']"
1974,3,Death Wish,0071402,0,93,"Action,Crime,Drama",6.9,46461.0,movie,"['Action', 'Crime', 'Drama']"
1974,0,Phantom of the Paradise,0071994,0,91,"Comedy,Drama,Fantasy",7.3,24598.0,movie,"['Comedy', 'Drama', 'Fantasy']"
1974,3,Female Trouble,0072979,0,89,"Comedy,Crime",7.1,11352.0,movie,"['Comedy', 'Crime']"
1974,0,The Parallax View,0071970,0,102,"Drama,Mystery,Thriller",7.1,23308.0,movie,"['Drama', 'Mystery', 'Thriller']"
1974,3,Foxy Brown,0071517,0,92,"Action,Crime,Thriller",6.5,13410.0,movie,"['Action', 'Crime', 'Thriller']"
1974,3,Truck Turner,0072325,0,91,"Action,Crime,Thriller",6.9,3949.0,movie,"['Action', 'Crime', 'Thriller']"
1974,1,Godzilla vs. Mechagodzilla,0071565,0,84,"Action,Family,Fantasy",6.2,8570.0,movie,"['Action', 'Family', 'Fantasy']"
1974,2,Going Places,0072353,0,117,"Action,Comedy,Crime",7.1,10424.0,movie,"['Action', 'Comedy', 'Crime']"
1974,3,Emmanuelle,0071464,0,95,"Drama,Romance",5.2,11797.0,movie,"['Drama', 'Romance']"
1974,3,A Woman Under the Influence,0072417,0,155,"Drama,Romance",8.0,31638.0,movie,"['Drama', 'Romance']"
1974,1,The Legend of the 7 Golden Vampires,0070297,0,89,"Action,Horror",5.8,5306.0,movie,"['Action', 'Horror']"
1974,3,"I, You, He, She",0071690,0,86,Drama,6.6,3593.0,movie,['Drama']
1974,2,Let Sleeping Corpses Lie,0071431,0,95,"Drama,Horror",6.7,9926.0,movie,"['Drama', 'Horror']"
1974,3,Vampyres,0072354,0,87,"Drama,Fantasy,Horror",6.0,4623.0,movie,"['Drama', 'Fantasy', 'Horror']"
1974,2,The Sugarland Express,0072226,0,110,"Crime,Drama",6.7,21130.0,movie,"['Crime', 'Drama']"
1974,3,Airport 1975,0071110,0,107,"Action,Drama,Thriller",5.7,12908.0,movie,"['Action', 'Drama', 'Thriller']"
1974,0,Lone Wolf and Cub: White Heaven in Hell,0071695,0,83,"Action,Adventure,Drama",7.3,4563.0,movie,"['Action', 'Adventure', 'Drama']"
1974,3,The Arena,0069729,0,83,"Action,Adventure",5.2,2401.0,movie,"['Action', 'Adventure']"
1974,0,"Watch Out, We're Mad",0069697,0,102,"Action,Comedy",7.3,14883.0,movie,"['Action', 'Comedy']"
1974,3,Blood for Dracula,0071233,0,106,Horror,6.1,7149.0,movie,['Horror']
1974,2,Zandy's Bride,0072435,0,97,"Drama,Western",6.4,1411.0,movie,"['Drama', 'Western']"
1974,0,The Little Prince,0071762,0,88,"Family,Fantasy,Musical",6.4,4179.0,movie,"['Family', 'Fantasy', 'Musical']"
1974,2,Lenny,0071746,0,111,"Biography,Drama",7.5,18665.0,movie,"['Biography', 'Drama']"
1975,3,Picnic at Hanging Rock,0073540,0,115,"Drama,Mystery",7.4,43892.0,movie,"['Drama', 'Mystery']"
1975,3,The Stepford Wives,0073747,0,115,"Horror,Mystery,Sci-Fi",6.9,20848.0,movie,"['Horror', 'Mystery', 'Sci-Fi']"
1975,1,Three Days of the Condor,0073802,0,117,"Crime,Mystery,Thriller",7.4,66442.0,movie,"['Crime', 'Mystery', 'Thriller']"
1975,3,Grey Gardens,0073076,0,95,"Comedy,Documentary,Drama",7.5,16220.0,movie,"['Comedy', 'Documentary', 'Drama']"
1975,1,Tommy,0073812,0,111,"Drama,Musical",6.6,23760.0,movie,"['Drama', 'Musical']"
1975,2,One Flew Over the Cuckoo's Nest,0073486,0,133,Drama,8.7,1124939.0,movie,['Drama']
1975,3,The Rocky Horror Picture Show,0073629,0,100,"Comedy,Horror,Musical",7.4,176071.0,movie,"['Comedy', 'Horror', 'Musical']"
1975,0,Dersu Uzala,0071411,0,142,"Adventure,Biography,Drama",8.2,35307.0,movie,"['Adventure', 'Biography', 'Drama']"
1975,2,Monty Python and the Holy Grail,0071853,0,91,"Adventure,Comedy,Fantasy",8.2,591227.0,movie,"['Adventure', 'Comedy', 'Fantasy']"
1975,1,Barry Lyndon,0072684,0,185,"Adventure,Drama,War",8.1,195555.0,movie,"['Adventure', 'Drama', 'War']"
1975,3,Jaws,0073195,0,124,"Adventure,Horror,Thriller",8.1,705735.0,movie,"['Adventure', 'Horror', 'Thriller']"
1975,3,Dialogues of Exiles,0071427,0,100,"Comedy,Drama",7.0,185.0,movie,"['Comedy', 'Drama']"
1975,3,The Maids,0071798,0,95,"Drama,Romance",6.3,613.0,movie,"['Drama', 'Romance']"
1975,3,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",0073198,0,202,Drama,7.5,16374.0,movie,['Drama']
1975,3,Mirror,0072443,0,107,"Biography,Drama",7.9,55572.0,movie,"['Biography', 'Drama']"
1975,3,Dog Day Afternoon,0072890,0,125,"Biography,Crime,Drama",8.0,283681.0,movie,"['Biography', 'Crime', 'Drama']"
1975,3,The Story of O,0073115,0,97,Drama,5.3,7339.0,movie,['Drama']
1975,3,Nashville,0073440,0,160,"Comedy,Drama,Music",7.6,30170.0,movie,"['Comedy', 'Drama', 'Music']"
1975,0,Dolemite,0072895,0,90,"Action,Comedy,Crime",5.7,7145.0,movie,"['Action', 'Comedy', 'Crime']"
1975,1,Zorro,0072448,0,120,"Action,Adventure,Comedy",6.4,4838.0,movie,"['Action', 'Adventure', 'Comedy']"
1975,1,Terror of Mechagodzilla,0073373,0,79,"Action,Adventure,Family",6.1,6275.0,movie,"['Action', 'Adventure', 'Family']"
1975,0,A Boy and His Dog,0072730,0,91,"Comedy,Drama,Sci-Fi",6.4,20294.0,movie,"['Comedy', 'Drama', 'Sci-Fi']"
1975,3,Switchblade Sisters,0073778,0,91,"Action,Crime,Drama",6.5,4612.0,movie,"['Action', 'Crime', 'Drama']"
1975,3,Blonde in Black Leather,0073598,0,100,"Comedy,Drama,Thriller",5.5,263.0,movie,"['Comedy', 'Drama', 'Thriller']"
1975,3,Emmanuelle II,0072933,0,83,"Drama,Romance",4.8,4037.0,movie,"['Drama', 'Romance']"
1975,3,Deep Red,0073582,0,127,"Horror,Mystery,Thriller",7.5,45612.0,movie,"['Horror', 'Mystery', 'Thriller']"
1975,3,"Salò, or the 120 Days of Sodom",0073650,0,117,Drama,5.8,70086.0,movie,['Drama']
1975,3,Katie Tippel,0073233,0,100,Drama,6.7,2840.0,movie,['Drama']
1975,3,Love and Death,0073312,0,85,"Comedy,War",7.6,42700.0,movie,"['Comedy', 'War']"
1975,1,Inserts,0073172,0,117,"Comedy,Drama",6.3,2688.0,movie,"['Comedy', 'Drama']"
1975,3,Death Race 2000,0072856,0,80,"Action,Comedy,Sci-Fi",6.2,32847.0,movie,"['Action', 'Comedy', 'Sci-Fi']"
1975,3,Number Two,0073471,0,88,"Documentary,Drama",6.2,1104.0,movie,"['Documentary', 'Drama']"
1975,1,Flatfoot in Hong Kong,0073541,0,115,"Action,Comedy,Crime",6.4,3794.0,movie,"['Action', 'Comedy', 'Crime']"
1975,2,Mandingo,0073349,0,127,"Drama,History,Romance",6.5,4502.0,movie,"['Drama', 'History', 'Romance']"
1975,3,The Story of Adele H,0073114,0,96,"Biography,Drama,History",7.2,9533.0,movie,"['Biography', 'Drama', 'History']"
1975,3,Cleopatra Jones and the Casino of Gold,0072791,0,94,Action,5.6,1278.0,movie,['Action']
1975,2,Supervixens,0073768,0,106,"Comedy,Thriller",5.9,5611.0,movie,"['Comedy', 'Thriller']"
1975,2,Dr. Minx,0072905,0,94,"Comedy,Drama",4.3,171.0,movie,"['Comedy', 'Drama']"
1975,0,"'Sheba, Baby'",0073697,0,90,"Action,Crime,Drama",5.6,2057.0,movie,"['Action', 'Crime', 'Drama']"
1975,1,Ecstasy of the Black Rose,0285663,0,72,"Comedy,Drama",5.1,214.0,movie,"['Comedy', 'Drama']"
1976,3,Assault on Precinct 13,0074156,0,91,"Action,Crime,Thriller",7.3,58969.0,movie,"['Action', 'Crime', 'Thriller']"
1976,3,Carrie,0074285,0,98,"Horror,Mystery",7.4,219683.0,movie,"['Horror', 'Mystery']"
1976,2,The Outlaw Josey Wales,0075029,0,135,"Drama,Western",7.8,84000.0,movie,"['Drama', 'Western']"
1976,1,The Man Who Fell to Earth,0074851,0,139,"Drama,Sci-Fi",6.6,30267.0,movie,"['Drama', 'Sci-Fi']"
1976,3,The Omen,0075005,0,111,"Horror,Mystery",7.5,141958.0,movie,"['Horror', 'Mystery']"
1976,2,Logan's Run,0074812,0,119,"Action,Adventure,Sci-Fi",6.8,63888.0,movie,"['Action', 'Adventure', 'Sci-Fi']"
1976,3,Network,0074958,0,121,Drama,8.1,180827.0,movie,['Drama']
1976,1,Taxi Driver,0075314,0,114,"Crime,Drama",8.2,987476.0,movie,"['Crime', 'Drama']"
1976,1,Rocky,0075148,0,120,"Drama,Sport",8.1,665382.0,movie,"['Drama', 'Sport']"
1976,1,Silent Movie,0075222,0,87,Comedy,6.7,19219.0,movie,['Comedy']
1976,1,The Twelve Tasks of Asterix,0072901,0,82,"Adventure,Animation,Comedy",7.7,20481.0,movie,"['Adventure', 'Animation', 'Comedy']"
1976,3,Bugsy Malone,0074256,0,93,"Comedy,Crime,Family",6.8,20338.0,movie,"['Comedy', 'Crime', 'Family']"
1976,3,Sparkle,0075249,0,98,"Drama,Music",6.7,2006.0,movie,"['Drama', 'Music']"
1976,1,Revenge of the Cheerleaders,0075137,0,87,"Comedy,Sport",4.5,1099.0,movie,"['Comedy', 'Sport']"
1976,3,Murder by Death,0074937,0,95,"Comedy,Crime,Mystery",7.2,44136.0,movie,"['Comedy', 'Crime', 'Mystery']"
1976,1,Sebastiane,0075177,0,86,"Drama,History,Romance",6.2,3327.0,movie,"['Drama', 'History', 'Romance']"
1976,3,In the Realm of the Senses,0074102,0,109,"Drama,Romance",6.6,24254.0,movie,"['Drama', 'Romance']"
1976,1,Marathon Man,0074860,0,125,"Crime,Drama,Thriller",7.4,73343.0,movie,"['Crime', 'Drama', 'Thriller']"
1976,0,A Star Is Born,0075265,0,139,"Drama,Music,Romance",6.1,14016.0,movie,"['Drama', 'Music', 'Romance']"
1976,3,Small Change,0074152,0,104,"Comedy,Drama",7.6,6750.0,movie,"['Comedy', 'Drama']"
1976,3,The Little Girl Who Lives Down the Lane,0074806,0,91,"Drama,Horror,Mystery",7.0,19121.0,movie,"['Drama', 'Horror', 'Mystery']"
1976,1,Fantozzi 2,0075178,0,110,Comedy,7.7,4801.0,movie,['Comedy']
1976,3,Family Plot,0074512,0,120,"Comedy,Crime,Drama",6.8,26204.0,movie,"['Comedy', 'Crime', 'Drama']"
1976,1,Silver Streak,0075223,0,114,"Action,Comedy,Crime",6.9,22773.0,movie,"['Action', 'Comedy', 'Crime']"
1976,0,The Desert of the Tartars,0074400,0,140,"Drama,History,War",7.5,2832.0,movie,"['Drama', 'History', 'War']"
1976,1,All the President's Men,0074119,0,138,"Drama,History,Thriller",7.9,131927.0,movie,"['Drama', 'History', 'Thriller']"
1976,1,Pascual Duarte,0073518,0,94,Drama,6.1,261.0,movie,['Drama']
1976,1,The Town That Dreaded Sundown,0075342,0,90,"Crime,Drama,Horror",6.0,10597.0,movie,"['Crime', 'Drama', 'Horror']"
1976,1,The Tenant,0074811,0,126,"Drama,Thriller",7.5,49945.0,movie,"['Drama', 'Thriller']"
1976,1,The Fifth Seal,0075467,0,116,"Drama,War",8.5,6755.0,movie,"['Drama', 'War']"
1976,3,The Gumball Rally,0074597,0,107,Comedy,6.2,4692.0,movie,['Comedy']
1976,1,Two-Minute Warning,0075359,0,115,"Action,Crime,Drama",6.2,4632.0,movie,"['Action', 'Crime', 'Drama']"
1976,0,Allegro non troppo,0074121,0,75,"Animation,Comedy,Fantasy",7.4,3344.0,movie,"['Animation', 'Comedy', 'Fantasy']"
1976,1,Keoma,0074740,0,105,"Drama,Western",7.0,6571.0,movie,"['Drama', 'Western']"
1976,0,Canoa: A Shameful Memory,0131335,0,115,"Adventure,Crime,Drama",7.8,2050.0,movie,"['Adventure', 'Crime', 'Drama']"
1976,2,Drum,0074437,0,110,"Action,Drama",5.5,1159.0,movie,"['Action', 'Drama']"
1976,1,Mandinga,0074855,0,86,"Adventure,Drama",3.5,260.0,movie,"['Adventure', 'Drama']"
1976,2,Passion Plantation,0074471,0,82,Drama,3.7,231.0,movie,['Drama']
1976,3,Freaky Friday,0076054,0,98,"Comedy,Family,Fantasy",6.3,14877.0,movie,"['Comedy', 'Family', 'Fantasy']"
1976,3,Up!,0075376,0,80,"Comedy,Mystery,Thriller",5.7,3523.0,movie,"['Comedy', 'Mystery', 'Thriller']"
1976,2,The Innocent,0074686,0,112,"Drama,Romance",7.4,4627.0,movie,"['Drama', 'Romance']"
1977,1,Star Wars: Episode IV - A New Hope,0076759,0,121,"Action,Adventure,Fantasy",8.6,1522227.0,movie,"['Action', 'Adventure', 'Fantasy']"
1977,3,Office Romance,0076727,0,159,"Comedy,Drama,Romance",8.2,11152.0,movie,"['Comedy', 'Drama', 'Romance']"
1977,3,The Turning Point,0076843,0,119,"Drama,Music,Romance",6.8,5442.0,movie,"['Drama', 'Music', 'Romance']"
1977,3,Julia,0076245,0,117,Drama,7.0,11052.0,movie,['Drama']
1977,1,Saturday Night Fever,0076666,0,118,"Drama,Music",6.8,91954.0,movie,"['Drama', 'Music']"
1977,0,The Many Adventures of Winnie the Pooh,0076363,0,74,"Animation,Comedy,Family",7.5,41573.0,movie,"['Animation', 'Comedy', 'Family']"
1977,3,The Rescuers,0076618,0,77,"Adventure,Animation,Comedy",6.9,73165.0,movie,"['Adventure', 'Animation', 'Comedy']"
1977,0,Stroszek,0075276,0,115,"Comedy,Drama",7.7,16063.0,movie,"['Comedy', 'Drama']"
1977,3,Annie Hall,0075686,0,93,"Comedy,Romance",7.9,285414.0,movie,"['Comedy', 'Romance']"
1977,3,The Goodbye Girl,0076095,0,111,"Comedy,Drama,Romance",7.4,17116.0,movie,"['Comedy', 'Drama', 'Romance']"
1977,1,Soldier of Orange,0076734,0,165,"Drama,Romance,Thriller",7.6,14474.0,movie,"['Drama', 'Romance', 'Thriller']"
1977,3,Suspiria,0076786,0,92,Horror,7.3,112524.0,movie,['Horror']
1977,3,3 Women,0075612,0,124,"Drama,Mystery,Thriller",7.7,18915.0,movie,"['Drama', 'Mystery', 'Thriller']"
1977,3,House,0076162,0,88,"Comedy,Horror",7.2,37185.0,movie,"['Comedy', 'Horror']"
1977,2,A Special Day,0076085,0,103,Drama,8.1,17516.0,movie,['Drama']
1977,1,A Bridge Too Far,0075784,0,175,"Drama,History,War",7.4,65189.0,movie,"['Drama', 'History', 'War']"
1977,2,"The Devil, Probably",0075938,0,95,Drama,7.0,5181.0,movie,['Drama']
1977,1,ABBA: The Movie,0075617,0,95,"Comedy,Documentary,Music",6.5,4052.0,movie,"['Comedy', 'Documentary', 'Music']"
1977,3,Eaten Alive,0074455,0,91,"Horror,Thriller",5.5,9406.0,movie,"['Horror', 'Thriller']"
1977,1,Close Encounters of the Third Kind,0075860,0,138,"Drama,Sci-Fi",7.6,226770.0,movie,"['Drama', 'Sci-Fi']"
1977,3,A Little Night Music,0076319,0,124,"Comedy,Musical,Romance",5.4,962.0,movie,"['Comedy', 'Musical', 'Romance']"
1977,1,The Man Who Loved Women,0076155,0,120,"Comedy,Drama,Romance",7.4,7828.0,movie,"['Comedy', 'Drama', 'Romance']"
1977,0,Eraserhead,0074486,0,89,"Fantasy,Horror",7.3,138383.0,movie,"['Fantasy', 'Horror']"
1977,3,The Sentinel,0076683,0,92,Horror,6.3,13019.0,movie,['Horror']
1977,0,The 36 Crazy Fists,0076661,0,90,"Action,Comedy",5.0,764.0,movie,"['Action', 'Comedy']"
1977,1,High Anxiety,0076141,0,94,"Comedy,Mystery,Thriller",6.6,24826.0,movie,"['Comedy', 'Mystery', 'Thriller']"
1977,3,The Haunting of Julia,0074611,0,98,"Drama,Horror,Mystery",6.2,3338.0,movie,"['Drama', 'Horror', 'Mystery']"
1977,3,Slap Shot,0076723,0,123,"Comedy,Drama,Sport",7.2,43711.0,movie,"['Comedy', 'Drama', 'Sport']"
1977,0,Damnation Alley,0075909,0,91,Sci-Fi,5.3,6184.0,movie,['Sci-Fi']
1977,1,The Spy Who Loved Me,0076752,0,125,"Action,Adventure,Thriller",7.0,120996.0,movie,"['Action', 'Adventure', 'Thriller']"
1977,1,Martin,0077914,0,95,"Drama,Horror",7.0,13545.0,movie,"['Drama', 'Horror']"
1977,3,The Hills Have Eyes,0077681,0,90,"Horror,Thriller",6.3,41451.0,movie,"['Horror', 'Thriller']"
1977,3,Desperate Living,0075936,0,90,"Comedy,Crime,Fantasy",7.0,6364.0,movie,"['Comedy', 'Crime', 'Fantasy']"
1977,1,The Kentucky Fried Movie,0076257,0,83,Comedy,6.4,21178.0,movie,['Comedy']
1977,3,Kingdom of the Spiders,0076271,0,97,"Horror,Sci-Fi",5.7,6777.0,movie,"['Horror', 'Sci-Fi']"
1977,1,Orca,0076504,0,92,"Adventure,Drama,Horror",5.8,14370.0,movie,"['Adventure', 'Drama', 'Horror']"
1977,2,Pete's Dragon,0076538,0,128,"Adventure,Animation,Comedy",6.3,27539.0,movie,"['Adventure', 'Animation', 'Comedy']"
1977,3,"Race for Your Life, Charlie Brown",0076591,0,76,"Adventure,Animation,Comedy",7.2,4141.0,movie,"['Adventure', 'Animation', 'Comedy']"
1977,1,The Duellists,0075968,0,100,"Drama,War",7.4,28591.0,movie,"['Drama', 'War']"
1977,3,Alucarda,0075666,0,78,Horror,6.3,4542.0,movie,['Horror']
1977,3,Bad,0075679,0,105,"Comedy,Crime,Horror",5.9,982.0,movie,"['Comedy', 'Crime', 'Horror']"
1977,3,Peppermint Soda,0075939,0,97,"Comedy,Drama,Romance",7.0,1794.0,movie,"['Comedy', 'Drama', 'Romance']"
1977,3,Planet of Dinosaurs,0078089,0,84,"Drama,Sci-Fi",3.8,2044.0,movie,"['Drama', 'Sci-Fi']"
1977,3,Rabid,0076590,0,91,"Horror,Sci-Fi",6.3,22801.0,movie,"['Horror', 'Sci-Fi']"
1977,0,Pumping Iron,0076578,0,86,"Documentary,Sport",7.3,26133.0,movie,"['Documentary', 'Sport']"
1977,3,Emmanuelle 3,0077497,0,98,"Drama,Romance",4.0,2260.0,movie,"['Drama', 'Romance']"
1977,3,Love Camp,0074548,0,79,"Adventure,Drama,Horror",4.3,670.0,movie,"['Adventure', 'Drama', 'Horror']"
1977,0,March or Die,0076175,0,107,"Adventure,Drama,Romance",6.3,4350.0,movie,"['Adventure', 'Drama', 'Romance']"
1978,3,Days of Heaven,0077405,0,94,"Drama,Romance",7.7,66518.0,movie,"['Drama', 'Romance']"
1978,2,National Lampoon's Animal House,0077975,0,109,Comedy,7.4,133509.0,movie,['Comedy']
1978,0,The Inglorious Bastards,0076584,0,99,"Action,Adventure,War",6.5,10769.0,movie,"['Action', 'Adventure', 'War']"
1978,3,Autumn Sonata,0077711,0,99,"Drama,Music",8.1,40389.0,movie,"['Drama', 'Music']"
1978,3,Grease,0077631,0,110,"Comedy,Musical,Romance",7.2,316907.0,movie,"['Comedy', 'Musical', 'Romance']"
1978,0,The Shout,0078259,0,86,"Drama,Horror",6.5,5796.0,movie,"['Drama', 'Horror']"
1978,2,Damien: Omen II,0077394,0,107,Horror,6.2,38980.0,movie,['Horror']
1978,0,Dawn of the Dead,0077402,0,127,"Horror,Thriller",7.8,133543.0,movie,"['Horror', 'Thriller']"
1978,3,Interiors,0077742,0,92,Drama,7.3,21647.0,movie,['Drama']
1978,1,Superman,0078346,0,143,"Action,Adventure,Sci-Fi",7.4,200636.0,movie,"['Action', 'Adventure', 'Sci-Fi']"
1978,1,Watership Down,0078480,0,92,"Adventure,Animation,Drama",7.5,41847.0,movie,"['Adventure', 'Animation', 'Drama']"
1978,2,Avalanche,0077189,0,91,"Action,Drama,Thriller",3.7,2589.0,movie,"['Action', 'Drama', 'Thriller']"
1978,1,The Deer Hunter,0077416,0,183,"Drama,War",8.1,377811.0,movie,"['Drama', 'War']"
1978,3,Halloween,0077651,0,91,"Horror,Thriller",7.7,325570.0,movie,"['Horror', 'Thriller']"
1978,3,Death on the Nile,0077413,0,140,"Crime,Drama,Mystery",7.3,42655.0,movie,"['Crime', 'Drama', 'Mystery']"
1978,3,Girlfriends,0077613,0,88,"Comedy,Drama",7.2,3411.0,movie,"['Comedy', 'Drama']"
1978,0,Midnight Express,0077928,0,121,"Biography,Crime,Drama",7.5,91777.0,movie,"['Biography', 'Crime', 'Drama']"
1978,3,The Hound of the Baskervilles,0076161,0,78,"Comedy,Crime,Horror",4.5,1445.0,movie,"['Comedy', 'Crime', 'Horror']"
1978,2,La Cage aux Folles,0077288,0,97,Comedy,7.2,12556.0,movie,['Comedy']
1978,0,Ringing Bell,0306646,0,47,"Animation,Drama,Family",7.1,1115.0,movie,"['Animation', 'Drama', 'Family']"
1978,0,I Spit on Your Grave,0077713,0,101,"Horror,Thriller",5.7,33073.0,movie,"['Horror', 'Thriller']"
1978,3,The Wiz,0078504,0,134,"Adventure,Family,Fantasy",5.6,18597.0,movie,"['Adventure', 'Family', 'Fantasy']"
1978,3,Battlestar Galactica,0077215,0,148,"Action,Adventure,Sci-Fi",6.8,11374.0,movie,"['Action', 'Adventure', 'Sci-Fi']"
1978,3,Foul Play,0077578,0,116,"Comedy,Mystery,Thriller",6.8,18231.0,movie,"['Comedy', 'Mystery', 'Thriller']"
1978,1,Magic,0077889,0,107,"Drama,Horror",6.8,14684.0,movie,"['Drama', 'Horror']"
1978,1,The Boys from Brazil,0077269,0,125,"Drama,Mystery,Sci-Fi",7.0,32587.0,movie,"['Drama', 'Mystery', 'Sci-Fi']"
1978,2,Jaws 2,0077766,0,116,"Adventure,Horror,Thriller",5.8,89720.0,movie,"['Adventure', 'Horror', 'Thriller']"
1978,3,Starcrash,0079946,0,92,"Action,Adventure,Sci-Fi",4.0,8478.0,movie,"['Action', 'Adventure', 'Sci-Fi']"
1978,1,The Lord of the Rings,0077869,0,132,"Adventure,Animation,Fantasy",6.2,38118.0,movie,"['Adventure', 'Animation', 'Fantasy']"
1978,2,Gray Lady Down,0077629,0,111,"Adventure,Drama,History",6.2,3765.0,movie,"['Adventure', 'Drama', 'History']"
1978,2,Pretty Baby,0078111,0,110,Drama,6.5,13765.0,movie,['Drama']
1978,1,The Brink's Job,0077275,0,104,"Comedy,Crime,Drama",6.5,3740.0,movie,"['Comedy', 'Crime', 'Drama']"
1978,0,The Driver,0077474,0,91,"Action,Crime,Thriller",7.1,20804.0,movie,"['Action', 'Crime', 'Thriller']"
1978,0,Convoy,0077369,0,110,"Action,Drama",6.3,20167.0,movie,"['Action', 'Drama']"
1978,0,They Called Him Bulldozer,0077864,0,115,"Action,Comedy,Sport",6.7,6388.0,movie,"['Action', 'Comedy', 'Sport']"
1978,3,Jubilee,0076240,0,106,"Comedy,Crime,Drama",5.9,3897.0,movie,"['Comedy', 'Crime', 'Drama']"
1978,3,Piranha,0078087,0,94,"Comedy,Horror,Sci-Fi",5.9,26700.0,movie,"['Comedy', 'Horror', 'Sci-Fi']"
1978,1,The Last Waltz,0077838,0,117,"Biography,Documentary,Music",8.1,21363.0,movie,"['Biography', 'Documentary', 'Music']"
1978,3,An Unmarried Woman,0078444,0,124,"Comedy,Drama,Romance",7.2,6505.0,movie,"['Comedy', 'Drama', 'Romance']"
1979,3,Alien,0078748,0,117,"Horror,Sci-Fi",8.5,1024070.0,movie,"['Horror', 'Sci-Fi']"
1979,1,Manhattan,0079522,0,96,"Comedy,Drama,Romance",7.8,151606.0,movie,"['Comedy', 'Drama', 'Romance']"
1979,1,The Warriors,0080120,0,93,"Action,Crime,Thriller",7.5,116251.0,movie,"['Action', 'Crime', 'Thriller']"
1979,3,Monty Python's Life of Brian,0079470,0,94,Comedy,8.0,429974.0,movie,['Comedy']
1979,1,The Frisco Kid,0079180,0,119,"Adventure,Comedy,Drama",6.3,12079.0,movie,"['Adventure', 'Comedy', 'Drama']"
1979,3,The Tin Drum,0078875,0,142,"Drama,War",7.4,27106.0,movie,"['Drama', 'War']"
1979,1,Star Trek: The Motion Picture,0079945,0,143,"Adventure,Mystery,Sci-Fi",6.4,100105.0,movie,"['Adventure', 'Mystery', 'Sci-Fi']"
1979,2,All That Jazz,0078754,0,123,"Drama,Music,Musical",7.8,38357.0,movie,"['Drama', 'Music', 'Musical']"
1979,2,Being There,0078841,0,130,"Comedy,Drama",7.9,80957.0,movie,"['Comedy', 'Drama']"
1979,3,The Marriage of Maria Braun,0079095,0,120,"Drama,Romance",7.7,15767.0,movie,"['Drama', 'Romance']"
1979,3,The In-Laws,0079336,0,103,"Action,Adventure,Comedy",7.3,10695.0,movie,"['Action', 'Adventure', 'Comedy']"
1979,0,Apocalypse Now,0078788,0,147,"Drama,Mystery,War",8.4,747372.0,movie,"['Drama', 'Mystery', 'War']"
1979,3,The China Syndrome,0078966,0,122,"Drama,Thriller",7.4,34775.0,movie,"['Drama', 'Thriller']"
