Average IMDb Rating,Number of IMDb Votes,Bechdel Test Rating,Movie Title,Year,Genres
5.6,2057.0,0,"'Sheba, Baby'",1975,"Action,Crime,Drama"
5.1,214.0,1,Ecstasy of the Black Rose,1975,"Comedy,Drama"
7.3,58969.0,3,Assault on Precinct 13,1976,"Action,Crime,Thriller"
7.4,219683.0,3,Carrie,1976,"Horror,Mystery"
7.8,84000.0,2,The Outlaw Josey Wales,1976,"Drama,Western"
6.6,30267.0,1,The Man Who Fell to Earth,1976,"Drama,Sci-Fi"
7.5,141958.0,3,The Omen,1976,"Horror,Mystery"
6.8,63888.0,2,Logan's Run,1976,"Action,Adventure,Sci-Fi"
8.1,180827.0,3,Network,1976,Drama
8.2,987476.0,1,Taxi Driver,1976,"Crime,Drama"
8.1,665382.0,1,Rocky,1976,"Drama,Sport"
6.7,19219.0,1,Silent Movie,1976,Comedy
7.7,20481.0,1,The Twelve Tasks of Asterix,1976,"Adventure,Animation,Comedy"
6.8,20338.0,3,Bugsy Malone,1976,"Comedy,Crime,Family"
6.7,2006.0,3,Sparkle,1976,"Drama,Music"
4.5,1099.0,1,Revenge of the Cheerleaders,1976,"Comedy,Sport"
7.2,44136.0,3,Murder by Death,1976,"Comedy,Crime,Mystery"
6.2,3327.0,1,Sebastiane,1976,"Drama,History,Romance"
6.6,24254.0,3,In the Realm of the Senses,1976,"Drama,Romance"
7.4,73343.0,1,Marathon Man,1976,"Crime,Drama,Thriller"
6.1,14016.0,0,A Star Is Born,1976,"Drama,Music,Romance"
7.6,6750.0,3,Small Change,1976,"Comedy,Drama"
7.0,19121.0,3,The Little Girl Who Lives Down the Lane,1976,"Drama,Horror,Mystery"
7.7,4801.0,1,Fantozzi 2,1976,Comedy
6.8,26204.0,3,Family Plot,1976,"Comedy,Crime,Drama"
6.9,22773.0,1,Silver Streak,1976,"Action,Comedy,Crime"
7.5,2832.0,0,The Desert of the Tartars,1976,"Drama,History,War"
7.9,131927.0,1,All the President's Men,1976,"Drama,History,Thriller"
6.1,261.0,1,Pascual Duarte,1976,Drama
6.0,10597.0,1,The Town That Dreaded Sundown,1976,"Crime,Drama,Horror"
7.5,49945.0,1,The Tenant,1976,"Drama,Thriller"
8.5,6755.0,1,The Fifth Seal,1976,"Drama,War"
6.2,4692.0,3,The Gumball Rally,1976,Comedy
6.2,4632.0,1,Two-Minute Warning,1976,"Action,Crime,Drama"
7.4,3344.0,0,Allegro non troppo,1976,"Animation,Comedy,Fantasy"
7.0,6571.0,1,Keoma,1976,"Drama,Western"
7.8,2050.0,0,Canoa: A Shameful Memory,1976,"Adventure,Crime,Drama"
5.5,1159.0,2,Drum,1976,"Action,Drama"
3.5,260.0,1,Mandinga,1976,"Adventure,Drama"
3.7,231.0,2,Passion Plantation,1976,Drama
6.3,14877.0,3,Freaky Friday,1976,"Comedy,Family,Fantasy"
5.7,3523.0,3,Up!,1976,"Comedy,Mystery,Thriller"
7.4,4627.0,2,The Innocent,1976,"Drama,Romance"
8.6,1522227.0,1,Star Wars: Episode IV - A New Hope,1977,"Action,Adventure,Fantasy"
8.2,11152.0,3,Office Romance,1977,"Comedy,Drama,Romance"
6.8,5442.0,3,The Turning Point,1977,"Drama,Music,Romance"
7.0,11052.0,3,Julia,1977,Drama
6.8,91954.0,1,Saturday Night Fever,1977,"Drama,Music"
7.5,41573.0,0,The Many Adventures of Winnie the Pooh,1977,"Animation,Comedy,Family"
6.9,73165.0,3,The Rescuers,1977,"Adventure,Animation,Comedy"
7.7,16063.0,0,Stroszek,1977,"Comedy,Drama"
7.9,285414.0,3,Annie Hall,1977,"Comedy,Romance"
7.4,17116.0,3,The Goodbye Girl,1977,"Comedy,Drama,Romance"
7.6,14474.0,1,Soldier of Orange,1977,"Drama,Romance,Thriller"
7.3,112524.0,3,Suspiria,1977,Horror
7.7,18915.0,3,3 Women,1977,"Drama,Mystery,Thriller"
7.2,37185.0,3,House,1977,"Comedy,Horror"
8.1,17516.0,2,A Special Day,1977,Drama
7.4,65189.0,1,A Bridge Too Far,1977,"Drama,History,War"
7.0,5181.0,2,"The Devil, Probably",1977,Drama
6.5,4052.0,1,ABBA: The Movie,1977,"Comedy,Documentary,Music"
5.5,9406.0,3,Eaten Alive,1977,"Horror,Thriller"
7.6,226770.0,1,Close Encounters of the Third Kind,1977,"Drama,Sci-Fi"
5.4,962.0,3,A Little Night Music,1977,"Comedy,Musical,Romance"
7.4,7828.0,1,The Man Who Loved Women,1977,"Comedy,Drama,Romance"
7.3,138383.0,0,Eraserhead,1977,"Fantasy,Horror"
6.3,13019.0,3,The Sentinel,1977,Horror
5.0,764.0,0,The 36 Crazy Fists,1977,"Action,Comedy"
6.6,24826.0,1,High Anxiety,1977,"Comedy,Mystery,Thriller"
6.2,3338.0,3,The Haunting of Julia,1977,"Drama,Horror,Mystery"
7.2,43711.0,3,Slap Shot,1977,"Comedy,Drama,Sport"
5.3,6184.0,0,Damnation Alley,1977,Sci-Fi
7.0,120996.0,1,The Spy Who Loved Me,1977,"Action,Adventure,Thriller"
7.0,13545.0,1,Martin,1977,"Drama,Horror"
6.3,41451.0,3,The Hills Have Eyes,1977,"Horror,Thriller"
7.0,6364.0,3,Desperate Living,1977,"Comedy,Crime,Fantasy"
6.4,21178.0,1,The Kentucky Fried Movie,1977,Comedy
5.7,6777.0,3,Kingdom of the Spiders,1977,"Horror,Sci-Fi"
5.8,14370.0,1,Orca,1977,"Adventure,Drama,Horror"
6.3,27539.0,2,Pete's Dragon,1977,"Adventure,Animation,Comedy"
7.2,4141.0,3,"Race for Your Life, Charlie Brown",1977,"Adventure,Animation,Comedy"
7.4,28591.0,1,The Duellists,1977,"Drama,War"
6.3,4542.0,3,Alucarda,1977,Horror
5.9,982.0,3,Bad,1977,"Comedy,Crime,Horror"
7.0,1794.0,3,Peppermint Soda,1977,"Comedy,Drama,Romance"
3.8,2044.0,3,Planet of Dinosaurs,1977,"Drama,Sci-Fi"
6.3,22801.0,3,Rabid,1977,"Horror,Sci-Fi"
7.3,26133.0,0,Pumping Iron,1977,"Documentary,Sport"
4.0,2260.0,3,Emmanuelle 3,1977,"Drama,Romance"
4.3,670.0,3,Love Camp,1977,"Adventure,Drama,Horror"
6.3,4350.0,0,March or Die,1977,"Adventure,Drama,Romance"
7.7,66518.0,3,Days of Heaven,1978,"Drama,Romance"
7.4,133509.0,2,National Lampoon's Animal House,1978,Comedy
6.5,10769.0,0,The Inglorious Bastards,1978,"Action,Adventure,War"
8.1,40389.0,3,Autumn Sonata,1978,"Drama,Music"
7.2,316907.0,3,Grease,1978,"Comedy,Musical,Romance"
6.5,5796.0,0,The Shout,1978,"Drama,Horror"
6.2,38980.0,2,Damien: Omen II,1978,Horror
7.8,133543.0,0,Dawn of the Dead,1978,"Horror,Thriller"
7.3,21647.0,3,Interiors,1978,Drama
7.4,200636.0,1,Superman,1978,"Action,Adventure,Sci-Fi"
7.5,41847.0,1,Watership Down,1978,"Adventure,Animation,Drama"
3.7,2589.0,2,Avalanche,1978,"Action,Drama,Thriller"
8.1,377811.0,1,The Deer Hunter,1978,"Drama,War"
7.7,325570.0,3,Halloween,1978,"Horror,Thriller"
7.3,42655.0,3,Death on the Nile,1978,"Crime,Drama,Mystery"
7.2,3411.0,3,Girlfriends,1978,"Comedy,Drama"
7.5,91777.0,0,Midnight Express,1978,"Biography,Crime,Drama"
4.5,1445.0,3,The Hound of the Baskervilles,1978,"Comedy,Crime,Horror"
7.2,12556.0,2,La Cage aux Folles,1978,Comedy
7.1,1115.0,0,Ringing Bell,1978,"Animation,Drama,Family"
5.7,33073.0,0,I Spit on Your Grave,1978,"Horror,Thriller"
5.6,18597.0,3,The Wiz,1978,"Adventure,Family,Fantasy"
6.8,11374.0,3,Battlestar Galactica,1978,"Action,Adventure,Sci-Fi"
6.8,18231.0,3,Foul Play,1978,"Comedy,Mystery,Thriller"
6.8,14684.0,1,Magic,1978,"Drama,Horror"
7.0,32587.0,1,The Boys from Brazil,1978,"Drama,Mystery,Sci-Fi"
5.8,89720.0,2,Jaws 2,1978,"Adventure,Horror,Thriller"
4.0,8478.0,3,Starcrash,1978,"Action,Adventure,Sci-Fi"
6.2,38118.0,1,The Lord of the Rings,1978,"Adventure,Animation,Fantasy"
6.2,3765.0,2,Gray Lady Down,1978,"Adventure,Drama,History"
6.5,13765.0,2,Pretty Baby,1978,Drama
6.5,3740.0,1,The Brink's Job,1978,"Comedy,Crime,Drama"
7.1,20804.0,0,The Driver,1978,"Action,Crime,Thriller"
6.3,20167.0,0,Convoy,1978,"Action,Drama"
6.7,6388.0,0,They Called Him Bulldozer,1978,"Action,Comedy,Sport"
5.9,3897.0,3,Jubilee,1978,"Comedy,Crime,Drama"
5.9,26700.0,3,Piranha,1978,"Comedy,Horror,Sci-Fi"
8.1,21363.0,1,The Last Waltz,1978,"Biography,Documentary,Music"
7.2,6505.0,3,An Unmarried Woman,1978,"Comedy,Drama,Romance"
8.5,1024070.0,3,Alien,1979,"Horror,Sci-Fi"
7.8,151606.0,1,Manhattan,1979,"Comedy,Drama,Romance"
7.5,116251.0,1,The Warriors,1979,"Action,Crime,Thriller"
8.0,429974.0,3,Monty Python's Life of Brian,1979,Comedy
6.3,12079.0,1,The Frisco Kid,1979,"Adventure,Comedy,Drama"
7.4,27106.0,3,The Tin Drum,1979,"Drama,War"
6.4,100105.0,1,Star Trek: The Motion Picture,1979,"Adventure,Mystery,Sci-Fi"
7.8,38357.0,2,All That Jazz,1979,"Drama,Music,Musical"
7.9,80957.0,2,Being There,1979,"Comedy,Drama"
7.7,15767.0,3,The Marriage of Maria Braun,1979,"Drama,Romance"
7.3,10695.0,3,The In-Laws,1979,"Action,Adventure,Comedy"
8.4,747372.0,0,Apocalypse Now,1979,"Drama,Mystery,War"
7.4,34775.0,3,The China Syndrome,1979,"Drama,Thriller"
7.1,66888.0,1,The Jerk,1979,Comedy
7.4,47450.0,0,Nosferatu the Vampyre,1979,"Drama,Horror"
7.5,158475.0,0,Escape from Alcatraz,1979,"Biography,Crime,Drama"
6.3,113466.0,1,Moonraker,1979,"Action,Adventure,Sci-Fi"
8.0,152301.0,1,Stalker,1979,"Drama,Sci-Fi"
7.2,21892.0,1,Quadrophenia,1979,"Drama,Music"
6.2,47336.0,3,The Amityville Horror,1979,Horror
6.6,11846.0,3,Rock 'n' Roll High School,1979,"Comedy,Music"
7.4,1288.0,0,The Hypothesis of the Stolen Painting,1979,"Drama,Mystery"
7.1,5108.0,3,My Brilliant Career,1979,"Biography,Drama,Romance"
7.0,21755.0,2,Time After Time,1979,"Adventure,Drama,Sci-Fi"
6.2,25243.0,3,Meatballs,1979,Comedy
2.3,2164.0,3,Angels' Brigade,1979,"Action,Comedy"
5.2,323.0,3,The Bell Jar,1979,"Biography,Drama"
6.8,239837.0,3,Mad Max,1979,"Action,Adventure,Sci-Fi"
7.3,241971.0,1,Rocky II,1979,"Drama,Sport"
6.6,43351.0,1,Phantasm,1979,"Horror,Sci-Fi"
5.9,29375.0,0,The Black Hole,1979,"Action,Sci-Fi"
7.5,42935.0,3,Hair,1979,"Comedy,Drama,Musical"
7.8,161927.0,1,Kramer vs. Kramer,1979,Drama
6.0,14298.0,3,Tourist Trap,1979,Horror
7.6,35072.0,3,Lupin III: The Castle of Cagliostro,1979,"Adventure,Animation,Comedy"
7.6,41305.0,2,The Muppet Movie,1979,"Adventure,Comedy,Family"
7.8,3921.0,1,Autumn Marathon,1979,"Comedy,Drama,Romance"
7.5,13943.0,0,Scum,1979,"Crime,Drama"
7.2,6984.0,0,Buffet Froid,1979,"Comedy,Crime,Drama"
6.7,1462.0,3,The North Avenue Irregulars,1979,"Action,Comedy,Crime"
6.9,9636.0,1,The Rose,1979,"Drama,Music,Romance"
7.3,13537.0,3,Norma Rae,1979,Drama
5.4,3669.0,2,Beneath the Valley of the Ultra-Vixens,1979,Comedy
5.7,246.0,1,Return to the Beloved,1979,"Crime,Drama,Romance"
7.9,223395.0,1,The Blues Brothers,1980,"Adventure,Comedy,Crime"
6.6,25681.0,3,Fame,1980,"Drama,Music,Musical"
8.7,1455282.0,0,Star Wars: Episode V - The Empire Strikes Back,1980,"Action,Adventure,Fantasy"
8.0,15151.0,3,Moscow Does Not Believe in Tears,1980,"Comedy,Drama,Romance"
6.9,41853.0,3,9 to 5,1980,Comedy
7.7,276328.0,3,Airplane!,1980,Comedy
8.4,1176096.0,2,The Shining,1980,"Drama,Horror"
8.1,398146.0,1,Raging Bull,1980,"Biography,Drama,Sport"
7.3,19140.0,3,Atlantic City,1980,"Crime,Drama,Romance"
7.1,2006.0,3,La terrazza,1980,"Comedy,Drama"
5.1,3688.0,1,The Nude Bomb,1980,"Action,Comedy,Crime"
4.6,673.0,1,Coming Attractions,1980,Comedy
6.1,21928.0,1,Any Which Way You Can,1980,"Action,Comedy"
7.1,3613.0,1,Resurrection,1980,"Drama,Fantasy"
5.8,64834.0,1,Cannibal Holocaust,1980,"Adventure,Horror"
6.1,5519.0,3,Fade to Black,1980,"Comedy,Crime,Horror"
6.8,88404.0,3,The Fog,1980,"Horror,Thriller"
6.5,7098.0,3,Little Darlings,1980,"Comedy,Drama"
6.2,29981.0,3,Private Benjamin,1980,"Comedy,War"
5.4,16283.0,3,Xanadu,1980,"Fantasy,Musical,Romance"
6.5,30580.0,0,Cruising,1980,"Crime,Drama,Mystery"
6.1,6541.0,3,"Pepi, Luci, Bom and Other Girls Like Mom",1980,Comedy
6.5,64405.0,3,Flash Gordon,1980,"Action,Adventure,Sci-Fi"
7.2,34879.0,2,Somewhere in Time,1980,"Drama,Fantasy,Romance"
4.3,4731.0,3,Can't Stop the Music,1980,"Biography,Comedy,Musical"
6.8,121020.0,3,Superman II,1980,"Action,Adventure,Sci-Fi"
6.4,168223.0,3,Friday the 13th,1980,"Horror,Mystery,Thriller"
6.7,18428.0,0,Heaven's Gate,1980,"Adventure,Drama,Western"
7.5,21603.0,3,Coal Miner's Daughter,1980,"Biography,Drama,Music"
5.8,80995.0,0,The Blue Lagoon,1980,"Adventure,Drama,Romance"
6.7,9650.0,0,The Ninth Configuration,1980,"Comedy,Drama,Horror"
7.7,59651.0,2,Ordinary People,1980,Drama
5.5,11005.0,2,Battle Beyond the Stars,1980,"Action,Adventure,Sci-Fi"
5.6,7088.0,3,Nightmare City,1980,"Horror,Sci-Fi,Thriller"
6.7,28832.0,0,The Final Countdown,1980,"Action,Adventure,Sci-Fi"
7.7,5815.0,0,The King and the Mockingbird,1980,"Animation,Family,Fantasy"
6.2,10543.0,3,The Mirror Crack'd,1980,"Crime,Mystery,Thriller"
6.3,21579.0,3,Maniac,1980,"Crime,Drama,Horror"
5.4,36560.0,3,Popeye,1980,"Adventure,Comedy,Family"
6.7,11329.0,3,The Party,1980,"Comedy,Drama,Romance"
6.3,31177.0,3,American Gigolo,1980,"Crime,Drama,Mystery"
7.9,39923.0,0,Kagemusha: The Shadow Warrior,1980,"Drama,History,War"
5.6,986.0,3,HealtH,1980,Comedy
7.2,131739.0,2,Caddyshack,1980,"Comedy,Sport"
6.9,13577.0,3,Cannibal! The Musical,1980,"Comedy,Horror,Musical"
8.4,1081311.0,3,Raiders of the Lost Ark,1981,"Action,Adventure"
6.9,49928.0,3,Clash of the Titans,1981,"Action,Adventure,Fantasy"
7.7,28592.0,0,My Dinner with Andre,1981,"Comedy,Drama"
6.8,13597.0,3,Ms .45,1981,"Crime,Drama,Thriller"
5.8,2180.0,3,Rich and Famous,1981,Drama
7.1,23580.0,0,Southern Comfort,1981,"Action,Thriller"
7.2,107147.0,2,The Fox and the Hound,1981,"Adventure,Animation,Drama"
7.1,166916.0,0,Escape from New York,1981,"Action,Adventure,Sci-Fi"
6.8,57430.0,1,History of the World: Part I,1981,"Comedy,History,Musical"
7.2,9351.0,3,The Woman Next Door,1981,"Drama,Romance"
7.7,1209.0,3,Umrao Jaan,1981,"Drama,Musical,Romance"
7.3,25575.0,1,Quest for Fire,1981,"Adventure,Drama"
7.0,9768.0,3,Polyester,1981,Comedy
7.1,17697.0,3,The Great Muppet Caper,1981,"Adventure,Comedy,Crime"
8.4,280784.0,0,Das Boot,1981,"Drama,War"
5.1,3581.0,3,Lady Chatterley's Lover,1981,"Drama,Romance"
7.3,25829.0,3,Reds,1981,"Biography,Drama,History"
6.9,72304.0,1,Time Bandits,1981,"Adventure,Comedy,Fantasy"
6.6,33931.0,1,Outland,1981,"Action,Crime,Sci-Fi"
7.5,129439.0,2,An American Werewolf in London,1981,"Comedy,Horror"
6.6,40330.0,1,Heavy Metal,1981,"Adventure,Animation,Fantasy"
7.4,42440.0,2,Body Heat,1981,"Crime,Drama,Romance"
6.7,19444.0,3,Mommie Dearest,1981,"Biography,Drama"
7.4,244097.0,1,The Evil Dead,1981,Horror
7.5,32866.0,3,Christiane F.,1981,"Biography,Drama"
6.5,6569.0,1,Pennies from Heaven,1981,"Drama,Musical,Romance"
6.1,6616.0,1,Looker,1981,"Drama,Sci-Fi,Thriller"
6.1,83511.0,2,Friday the 13th Part 2,1981,"Horror,Mystery,Thriller"
6.5,107721.0,3,Halloween II,1981,Horror
6.8,83316.0,2,Stripes,1981,"Comedy,War"
4.0,4693.0,3,Inseminoid,1981,"Horror,Sci-Fi"
6.5,42357.0,3,The Howling,1981,Horror
6.7,112564.0,3,For Your Eyes Only,1981,"Action,Adventure,Thriller"
7.2,34.0,3,Der subjektive Faktor,1981,Drama
7.7,4086.0,3,Il marchese del Grillo,1981,"Comedy,History"
7.1,9817.0,3,Gregory's Girl,1981,"Comedy,Drama,Romance"
7.1,69277.0,1,Chariots of Fire,1981,"Biography,Drama,Sport"
7.4,70614.0,3,Blow Out,1981,"Crime,Drama,Mystery"
6.6,21085.0,1,Dragonslayer,1981,"Action,Adventure,Fantasy"
6.6,26830.0,3,The Beyond,1981,Horror
6.0,12020.0,3,Happy Birthday to Me,1981,"Horror,Mystery,Thriller"
6.5,200.0,0,La fuga de Segovia,1981,"Crime,Drama"
5.7,5682.0,3,Shock Treatment,1981,"Comedy,Musical"
7.1,14848.0,1,Diva,1981,"Crime,Drama,Music"
5.9,13860.0,3,The Prowler,1981,"Horror,Mystery,Thriller"
5.0,9980.0,3,Galaxy of Terror,1981,"Action,Adventure,Horror"
7.3,11209.0,2,Ragtime,1981,Drama
7.3,70676.0,1,Excalibur,1981,"Adventure,Drama,Fantasy"
7.4,44459.0,0,Thief,1981,"Action,Crime,Drama"
7.6,36686.0,1,On Golden Pond,1981,Drama
6.5,15969.0,1,Dead & Buried,1981,"Horror,Mystery"
6.9,16079.0,3,Absence of Malice,1981,"Drama,Romance,Thriller"
7.0,856.0,0,Masked Avengers,1981,"Action,Drama"
6.7,65420.0,1,Scanners,1981,"Horror,Sci-Fi,Thriller"
6.7,34781.0,0,Victory,1981,"Drama,Sport,War"
6.3,22930.0,0,Nighthawks,1981,"Action,Crime,Thriller"
5.1,11357.0,3,Cannibal Ferox,1981,"Adventure,Horror"
7.3,51374.0,1,Possession,1981,"Drama,Horror"
6.8,7232.0,3,The Four Seasons,1981,"Comedy,Drama"
6.8,235.0,3,Maeve,1981,Drama
6.3,26824.0,2,My Bloody Valentine,1981,"Horror,Mystery,Thriller"
7.4,5053.0,3,The Return of Martin Guerre,1982,"Biography,Crime,Drama"
8.1,858593.0,1,Blade Runner,1982,"Action,Drama,Sci-Fi"
6.9,169134.0,1,Conan the Barbarian,1982,"Adventure,Fantasy"
6.7,3249.0,3,"Ladies and Gentlemen, the Fabulous Stains",1982,"Comedy,Drama,Music"
6.6,51900.0,3,Annie,1982,"Comedy,Drama,Family"
7.7,133224.0,3,Star Trek II: The Wrath of Khan,1982,"Action,Adventure,Sci-Fi"
6.7,135302.0,0,Tron,1982,"Action,Adventure,Sci-Fi"
7.5,55403.0,3,Sophie's Choice,1982,"Drama,Romance"
7.1,75003.0,1,The Dark Crystal,1982,"Adventure,Family,Fantasy"
7.5,47945.0,3,The Secret of NIMH,1982,"Adventure,Animation,Drama"
7.3,31734.0,3,The Last Unicorn,1982,"Adventure,Animation,Drama"
7.9,456784.0,3,E.T. the Extra-Terrestrial,1982,"Adventure,Family,Sci-Fi"
6.0,7304.0,3,Liquid Sky,1982,"Sci-Fi,Thriller"
8.2,503414.0,0,The Thing,1982,"Horror,Mystery,Sci-Fi"
7.0,17071.0,3,Deathtrap,1982,"Comedy,Crime,Drama"
7.8,126963.0,1,The King of Comedy,1982,"Comedy,Crime,Drama"
7.1,121508.0,2,Fast Times at Ridgemont High,1982,"Comedy,Drama"
7.2,11694.0,2,The Draughtsman's Contract,1982,"Comedy,Drama,Mystery"
6.7,2936.0,3,Smithereens,1982,"Drama,Music"
7.1,5409.0,3,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",1982,"Comedy,Drama"
6.2,25404.0,3,Cat People,1982,"Fantasy,Horror,Thriller"
7.4,119388.0,1,Tootsie,1982,"Comedy,Drama,Romance"
4.6,40311.0,3,Grease 2,1982,"Comedy,Music,Musical"
8.1,69798.0,3,Fanny and Alexander,1982,Drama
5.6,20029.0,3,The Slumber Party Massacre,1982,Horror
7.7,291618.0,0,First Blood,1982,"Action,Adventure,Thriller"
5.1,7131.0,3,Forbidden World,1982,"Horror,Sci-Fi"
6.2,3001.0,3,Passion,1982,"Comedy,Drama"
6.2,47718.0,2,Porky's,1982,Comedy
8.2,43505.0,0,Koyaanisqatsi,1982,"Documentary,Music"
6.1,14055.0,3,The Best Little Whorehouse in Texas,1982,"Comedy,Musical"
7.0,23625.0,1,Diner,1982,"Comedy,Drama"
7.3,189061.0,3,Poltergeist,1982,"Horror,Thriller"
6.6,642.0,0,Countryman,1982,Drama
5.6,64786.0,3,Friday the 13th: Part 3,1982,"Horror,Thriller"
6.3,9380.0,0,Banana Joe,1982,"Action,Comedy"
7.2,9067.0,3,Frances,1982,"Biography,Drama,Romance"
6.9,90337.0,2,48 Hrs.,1982,"Action,Comedy,Crime"
8.0,88178.0,0,Pink Floyd: The Wall,1982,"Drama,Fantasy,Music"
6.3,10529.0,3,The Last American Virgin,1982,"Comedy,Drama,Romance"
6.6,310.0,3,The Wind,1982,Drama
7.7,48819.0,1,The Verdict,1982,Drama
6.9,221171.0,0,Rocky III,1982,"Drama,Sport"
6.9,3861.0,3,The State of Things,1982,Drama
7.0,29651.0,2,Tenebrae,1982,"Horror,Mystery,Thriller"
5.3,17777.0,2,Swamp Thing,1982,"Horror,Sci-Fi"
7.1,65677.0,3,An Officer and a Gentleman,1982,"Drama,Romance"
5.6,4953.0,1,The Beast Within,1982,Horror
6.6,5232.0,1,The Fits,1982,"Drama,Music"
6.0,13907.0,1,Pieces,1982,"Horror,Mystery,Thriller"
7.7,24821.0,3,Missing,1982,"Biography,Drama,History"
7.0,22650.0,3,Evil Under the Sun,1982,"Crime,Drama,Mystery"
6.7,19616.0,3,The Entity,1982,"Drama,Horror"
7.6,24879.0,3,Victor/Victoria,1982,"Comedy,Music,Romance"
6.4,2668.0,2,Tex,1982,Drama
7.8,16166.0,1,Monty Python Live at the Hollywood Bowl,1982,"Comedy,Documentary,Musical"
6.2,5520.0,3,The Party 2,1982,"Comedy,Drama,Family"
8.0,244572.0,2,Gandhi,1982,"Biography,Drama,History"
5.8,1857.0,2,Quarter to Two Before Jesus Christ,1982,Comedy
5.1,1369.0,1,Piratensender Power Play,1982,Comedy
4.4,3024.0,3,Sorceress,1982,"Action,Adventure,Fantasy"
7.1,30256.0,3,The World According to Garp,1982,"Comedy,Drama"
6.0,3579.0,2,Six Pack,1982,"Comedy,Drama,Sport"
7.1,23745.0,3,Silkwood,1983,"Biography,Drama,History"
6.8,98091.0,1,Christine,1983,"Horror,Thriller"
8.3,1174164.0,1,Star Wars: Episode VI - Return of the Jedi,1983,"Action,Adventure,Fantasy"
7.2,15431.0,3,Educating Rita,1983,"Comedy,Drama"
7.5,175320.0,1,Trading Places,1983,Comedy
6.6,30664.0,3,The Hunger,1983,"Drama,Horror"
7.8,9631.0,3,The Ballad of Narayama,1983,"Drama,Mystery"
5.9,8896.0,1,Yellowbeard,1983,"Action,Adventure,Comedy"
6.0,11425.0,0,Breathless,1983,"Action,Drama,Romance"
7.1,40132.0,2,Rumble Fish,1983,"Crime,Drama,Romance"
7.7,5908.0,3,El Norte,1983,"Adventure,Drama"
6.5,8894.0,3,Dark Habits,1983,"Comedy,Drama"
7.3,28363.0,1,Local Hero,1983,"Comedy,Drama"
6.5,2465.0,3,Born in Flames,1983,"Drama,Sci-Fi"
6.9,1897.0,3,Lianna,1983,"Drama,Romance"
7.1,117579.0,1,WarGames,1983,"Action,Drama,Sci-Fi"
7.2,109481.0,2,Videodrome,1983,"Drama,Horror,Sci-Fi"
6.2,62325.0,3,Flashdance,1983,"Drama,Music,Romance"
5.0,78984.0,3,Superman III,1983,"Action,Adventure,Comedy"
7.4,68637.0,1,Terms of Endearment,1983,"Comedy,Drama"
7.4,68637.0,3,Terms of Endearment,1983,"Comedy,Drama"
7.1,11678.0,0,Go for It,1983,"Action,Adventure,Comedy"
6.4,28801.0,1,The Man with Two Brains,1983,"Comedy,Romance,Sci-Fi"
5.3,142.0,3,God's Crooked Lines,1983,"Drama,Mystery,Thriller"
4.1,4726.0,3,Hercules,1983,"Adventure,Fantasy,History"
8.3,975309.0,1,Scarface,1983,"Crime,Drama"
7.2,81704.0,1,The Dead Zone,1983,"Drama,Fantasy,Thriller"
7.9,175433.0,1,A Christmas Story,1983,"Comedy,Family"
7.2,21476.0,0,Merry Christmas Mr. Lawrence,1983,"Drama,War"
6.1,38071.0,1,Krull,1983,"Action,Adventure,Fantasy"
6.5,117307.0,2,Octopussy,1983,"Action,Adventure,Thriller"
7.5,128119.0,1,Monty Python's the Meaning of Life,1983,"Comedy,Musical"
7.1,9018.0,1,The 4th Man,1983,"Drama,Mystery,Thriller"
3.7,51196.0,3,Jaws 3-D,1983,"Adventure,Horror,Thriller"
6.9,3036.0,3,Deadly Circuit,1983,"Crime,Mystery,Romance"
6.8,1289.0,1,El pico,1983,Drama
7.0,105484.0,2,The Outsiders,1983,"Crime,Drama"
6.6,16957.0,3,Yentl,1983,"Drama,Musical,Romance"
6.1,53701.0,3,Cujo,1983,"Horror,Thriller"
8.0,9865.0,3,Barefoot Gen,1983,"Animation,Biography,Drama"
6.6,19656.0,1,Strange Brew,1983,"Comedy,Crime,Sci-Fi"
4.6,7143.0,1,Deathstalker,1983,"Action,Adventure,Fantasy"
7.0,3101.0,3,Wild Style,1983,"Drama,Music"
6.9,6482.0,3,Suburbia,1983,"Drama,Thriller"
6.8,105247.0,3,Risky Business,1983,"Comedy,Crime,Drama"
7.0,9302.0,1,Under Fire,1983,"Drama,War"
4.6,1386.0,1,Die Supernasen,1983,Comedy
4.6,1311.0,3,Women's Prison Massacre,1983,"Action,Crime,Drama"
7.2,7869.0,2,Confidentially Yours,1983,"Comedy,Crime,Mystery"
6.2,1298.0,3,Life Is a Bed of Roses,1983,"Comedy,Drama,Fantasy"
6.1,1740.0,2,Vacanze di Natale,1983,"Comedy,Romance"
7.8,473168.0,2,Ghostbusters,1984,"Action,Comedy,Fantasy"
7.3,263453.0,1,Gremlins,1984,"Comedy,Fantasy,Horror"
5.9,88381.0,3,Conan the Destroyer,1984,"Action,Adventure,Fantasy"
6.2,2668.0,3,The Bostonians,1984,"Drama,Romance"
8.0,191863.0,3,Nausicaä of the Valley of the Wind,1984,"Adventure,Animation,Sci-Fi"
6.7,144869.0,3,Police Academy,1984,Comedy
8.4,451804.0,3,Amadeus,1984,"Biography,Drama,Music"
6.2,31609.0,3,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,"Adventure,Comedy,Sci-Fi"
8.1,133097.0,1,"Paris, Texas",1984,Drama
